task_name	task_prefix	prompt	prompt_len
tweet_eval-stance_climate	tweet_eval-stance_climate_16_21	"What option among neutral, against, in favor of, best describes the stance of this tweet regarding climate change?
tweet: Tonight - Academy of Science talk Tech solutions for climate change with Prof. Barry Brook #cantorandballtowers #Canberra #SemST answer: in favor of
tweet: In the U.S. coal is dead Al Gore @user #CannesLions #SemST answer: neutral
tweet: Macro problems face us all, but people focus on micro problems because they are within our immediate power to fix #SemST answer: in favor of
tweet: Population growth is only a problem because humans treat the earth like shit.  #govegan #environment #SemST answer: in favor of
tweet: China, I had plans to work on other things today. Rude. #EUChina #SemST answer: neutral
tweet: Monsignor Sanchez Sorondo: ""Earth is sick. We need to heal it. #SemST answer: in favor of
tweet: Road to #Paris2015 ""#ADP2015 co-chairs' new tool will be presented on July 24th"" @user at @user event on #SemST answer: neutral
tweet: At the UN with crew now :) @user #SemST answer: neutral
"	289
tweet_eval-stance_climate	tweet_eval-stance_climate_16_42	"What option among neutral, against, in favor of, best describes the stance of this tweet regarding climate change?
tweet: .@solarimpulse I see this pick up on the rwy with the ""Follow me Andr"" sign... It should be the other way round ! #SemST answer: neutral
tweet: It doesn't simply rain in Houston anymore, it storms.  #SemST answer: in favor of
tweet: Working with artists & culture is key to weave through the efforts we're doing #grassroots #SemST answer: neutral
tweet: #Mission:#Climate @ home > Purchase green power (if available) (by @user #Tip #SemST answer: in favor of
tweet: @user my lawn is burnt two days after rain #yeg #SemST answer: neutral
tweet: A lot of damage is being done every day. But we are going to win this. #yrcannes #CannesLions #SemST answer: in favor of
tweet: @user @user @user @user @user #EngineeringInnovation. Future Green Tech to deal with #SemST answer: in favor of
tweet: @user @user @user We should worry about the state he's going to leave #Australia in. #NBN Fraudband #refugees #SemST answer: neutral
"	316
tweet_eval-stance_climate	tweet_eval-stance_climate_16_87	"What option among neutral, against, in favor of, best describes the stance of this tweet regarding climate change?
tweet: Drought effects spreading in western NorAm and BC Gov't will destroy prime farmland to enable more #LNG #SiteC #bcpoli #SemST answer: in favor of
tweet: SO EXCITING! Meaningful climate change action is on the way! #abpoli #GHG #SemST answer: in favor of
tweet: I Like learning in depth about nutrition/health @user @user #Disease #westerndiet  #Health   #agriculture  #SemST answer: neutral
tweet: RT @user One of the most brilliant BS stories created by man to subjugate others:  #LeftistLiesIsBS #SemST answer: neutral
tweet: #vatican will be destroyed the most vile creatures ever the creators of #islam #sodomising #children  #fakestine and #SemST answer: neutral
tweet: #seattle 72 degrees. Trying to sleep with industrial fan--sounds like choppers are circling the house. #HeatWave #SemST answer: in favor of
tweet: Tonight - Academy of Science talk Tech solutions for climate change with Prof. Barry Brook #cantorandballtowers #Canberra #SemST answer: in favor of
tweet: Pittsburgh had a Regatta without boats. River full of debris and swift currents. Too dangerous #SemST answer: neutral
"	341
glue-qnli	glue-qnli_16_100	"Is it possible to answer the question based only on the information in the passage?
question: When did the first Rajput kingdoms emerge in India? sentence: The Chola empire emerged as a major power during the reign of Raja Raja Chola I and Rajendra Chola I who successfully invaded parts of Southeast Asia and Sri Lanka in the 11th century. answer: no
question: In what year was the Sciences Academy of Lisbon founded? sentence: One of the oldest learned societies of Portugal is the Sciences Academy of Lisbon, founded in 1779. answer: yes
question: During the speech, Truman made the statement that each man should be guaranteed what? sentence: Each man must be guaranteed equality of opportunity."" answer: yes
question: What is the federation of Australia? sentence: In 1901, the Federation of Australia was the process by which the six separate British self-governing colonies of New South Wales, Queensland, South Australia, Tasmania, Victoria and Western Australia formed one nation. answer: yes
question: What is the other newspaper that serves Houston? sentence: Houston is served by the Houston Chronicle, its only major daily newspaper with wide distribution. answer: no
question: Is Southwest Ledge Light still active today? sentence: The park remains popular among New Haveners, and is home to the Five Mile Point Lighthouse, constructed in 1847, and the Lighthouse Point Carousel, constructed in 1916. answer: no
question: When did the Mature Indus Civilization thrive? sentence: The civilisation is noted for its cities built of brick, roadside drainage system, and multistoreyed houses and is thought to have had some kind of municipal organization. answer: no
question: What year were bushranger films banned by Victorian politicians? sentence: Melbourne filmmakers continued to produce bushranger films until they were banned by Victorian politicians in 1912 for the perceived promotion of crime, thus contributing to the decline of one of the silent film era's most productive industries. answer: yes
"	416
glue-qnli	glue-qnli_16_13	"Is it possible to answer the question based only on the information in the passage?
question: Which historians referred to Iran as Persis? sentence: As the most extensive interactions the Ancient Greeks had with any outsider was with the Persians, the term persisted, even long after the Persian rule in Greece. answer: no
question: At what age did Avicenna lose his father? sentence: When Ibn Sina was 22 years old, he lost his father. answer: yes
question: What do ecstatic mystics hope to achieve? sentence: The English Dominicans looked for this complete unity as well, but were not so focused on ecstatic experiences. answer: no
question: What is the literacy rate in Israel? sentence: Israel has a school life expectancy of 15.5 years and a literacy rate of 97.1% according to the United Nations. answer: yes
question: What year was Queen's third greatest hits album released? sentence: In 1999, a Greatest Hits III album was released. answer: yes
question: What are Hamburg and Berlin called? sentence: Germany is a federal republic consisting of sixteen federal states (German: Bundesland, or Land).[a] answer: no
question: What year is considered to be the beginning of the Scientific Revolution? sentence: The willingness to question previously held truths and search for new answers resulted in a period of major scientific advancements, now known as the Scientific Revolution. answer: no
question: Kings were depicted as hunting what big game from a chariot? sentence: Taboos are often related to hunting, and mythological association of prey species with a divinity could be reflected in hunting restrictions such as a reserve surrounding a temple. answer: no
"	384
glue-qnli	glue-qnli_16_21	"Is it possible to answer the question based only on the information in the passage?
question: Did Athanasius want to be the Patriarch of Alexandria? sentence: He was most unwilling to accept the dignity, for he clearly foresaw the difficulties in which it would involve him. answer: yes
question: Who stopped attending Cabinet with the passage of the Ministry of Defence Act of 1946? sentence: The three existing service Ministers--the Secretary of State for War, the First Lord of the Admiralty, and the Secretary of State for Air--remained in direct operational control of their respective services, but ceased to attend Cabinet. answer: yes
question: What measurable value obeys a similar rule of angular momentum? sentence: There are a number of other such pairs of physically measurable values which obey a similar rule. answer: no
question: When did the pope die? sentence: Pope John XXIII did not live to see the Vatican Council to completion. answer: no
question: At which tip of Southampton Water is Southampton located? sentence: The city lies at the northern tip of the Southampton Water, a deep water estuary, which is a ria formed at the end of the last Ice Age. answer: yes
question: In what borough did the Stonewall riots happen? sentence: The Stonewall riots were a series of spontaneous, violent demonstrations by members of the gay community against a police raid that took place in the early morning hours of June 28, 1969, at the Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan. answer: yes
question: What happened to the shawn and the wooden cornet during the Baroque period? sentence: Some instruments from previous eras fell into disuse, such as the shawm and the wooden cornet. answer: yes
question: What bacterium is used to produced GM cotton? sentence: The gene coding for Bt toxin has been inserted into cotton, causing cotton, called Bt cotton, to produce this natural insecticide in its tissues. answer: no
"	453
glue-qnli	glue-qnli_16_42	"Is it possible to answer the question based only on the information in the passage?
question: Where was LaserDisc first available? sentence: LaserDisc was first available on the market, in Atlanta, Georgia, on December 15, 1978, two years after the introduction of the VHS VCR, and four years before the introduction of the CD (which is based on laser disc technology). answer: yes
question: Which contestant was saved by the judges in season nine of American Idol? sentence: Michael Lynche was the lowest vote getter at top nine and was given the Judges' Save. answer: yes
question: Which former contestant replaced Keith Urban for auditions in New York City? sentence: Randy Jackson did not return as the in-house mentor for this season. answer: no
question: What was occurring to Pangaea in the late Triassic? sentence: The supercontinent Pangaea was rifting during the Triassic--especially late in the period--but had not yet separated. answer: yes
question: Who founded Factory? sentence: During the initial punk era, a variety of entrepreneurs interested in local punk-influenced music scenes began founding independent record labels, including Rough Trade (founded by record shop owner Geoff Travis) and Factory (founded by Manchester-based television personality Tony Wilson). answer: yes
question: Where is eating insects considered taboo? sentence: Insects have a high protein content for their mass, and some authors suggest their potential as a major source of protein in human nutrition.:10-13 In most first-world countries, however, entomophagy (the eating of insects), is taboo. answer: yes
question: What does USB compliance specification prohibit? sentence: However, USB compliance specification states that ""use of a 'Y' cable (a cable with two A-plugs) is prohibited on any USB peripheral"", meaning that ""if a USB peripheral requires more power than allowed by the USB specification to which it is designed, then it must be self-powered."" answer: yes
question: What battle is considered the US's first significant fight in the Korean War? sentence: The Battle of Osan, the first significant American engagement of the Korean War, involved the 540-soldier Task Force Smith, which was a small forward element of the 24th Infantry Division which had been flown in from Japan. answer: yes
"	520
glue-qnli	glue-qnli_16_87	"Is it possible to answer the question based only on the information in the passage?
question: What event occured after she was publicly criticized? sentence: Her long-standing boyfriend left her at this time. answer: yes
question: What is not possible unless the reactants surmount an energy barrier known as the activation energy? sentence: Chemical reactions are invariably not possible unless the reactants surmount an energy barrier known as the activation energy. answer: yes
question: According to Hodgson, what people is mostly descended from Ethio-Somalis? sentence: It reaches a frequency peak among ethnic Somalis, representing the majority of their ancestry. answer: yes
question: Why was Beshuzev happy to put the troops on the Livonian-Lithunian border? sentence: On September 30, 1755, Britain pledged financial aid to Russia in order to station 50,000 troops on the Livonian-Lithunian border, so they could defend Britain's interests in Hanover immediately. answer: no
question: What kind of wires does the USB 2.0 variant use? sentence: D+ and D- signals are transmitted on a twisted pair, providing half-duplex data transfers for USB 2.0. answer: no
question: Along with The Song of Ronald, what is a notable chanson de geste? sentence: Often the stories were written down in the chansons de geste, or ""songs of great deeds"", such as The Song of Roland or The Song of Hildebrand. answer: yes
question: Which side of the Cold War was Sadat? sentence: Sadat switched Egypt's Cold War allegiance from the Soviet Union to the United States, expelling Soviet advisors in 1972. answer: yes
question: What event produced an expansion of the British cotton industry? sentence: From the late 18th century on, the British city of Manchester acquired the nickname ""Cottonopolis"" due to the cotton industry's omnipresence within the city, and Manchester's role as the heart of the global cotton trade. answer: no
"	457
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_100	"Is this message for general people or directed to a person?
message: Only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right? answer: generalized
message: fat bitch....she need that black cucumber up her tight u know what....lmfaooo answer: directed
message: LMAO while watching this church burn answer: generalized
message: I would pull you over for your race, if I was a cop. answer: directed
message: Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time. answer: generalized
message: a homo? so you fuck your brother instead of your sister? answer: directed
message: I would smack them also but I'd be homophobic and in jail with ya! answer: directed
message: Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night. answer: directed
"	272
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_13	"Is this message for general people or directed to a person?
message: EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE. answer: directed
message: Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck. answer: generalized
message: Fuck Sweden. Let it die like the degenerates they are! answer: generalized
message: I would love to watch tearing apart every christian or muslim answer: generalized
message: How can Europe allow millions of rapists animals to go there ? answer: generalized
message: I don't like this gender at all. I definitely wouldn't hire any male bitch at ma shop answer: generalized
message: If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you answer: generalized
message: Disgusting sick queer kill yourself answer: directed
"	215
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_21	"Is this message for general people or directed to a person?
message: Syria has a religion problem. answer: generalized
message: This priest is being hated even by his stupid god. answer: directed
message: Kill every white people mercylessly. answer: generalized
message: With a face like that I bet you could scare your HIV into remission. answer: directed
message: gas yourself, you aussies are all retarded answer: generalized
message: I didn't know future gay gym teachers had to take AIDS tests. answer: directed
message: American people are dumbass. They don't even know geography answer: generalized
message: fucking stupid feminist bitches answer: generalized
"	157
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_42	"Is this message for general people or directed to a person?
message: who gives aa fuck about shit diamonds from the jews fuck them both answer: generalized
message: Jews are lower class pigs. answer: generalized
message: Racist ass white ass people answer: generalized
message: I thought kids with Down syndrome were not accepted by families! answer: generalized
message: I really don't like your accent. I don't want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet answer: generalized
message: Well my religion isn't as satanic as yours at least answer: directed
message: Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!! answer: directed
message: Do women born to be whores? Ot they develop it later answer: generalized
"	279
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_87	"Is this message for general people or directed to a person?
message: all mental illnesses are awful and must be treated answer: generalized
message: Incest baby that got double-down syndrome answer: directed
message: Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can. answer: generalized
message: I would beat the shit out of every Russian answer: generalized
message: Come out of the closet, we know you're in there, we'll bury you. answer: directed
message: I guess God is white.... answer: directed
message: He is the weirdest autistic I've seen in my life answer: directed
message: That whore has better eyelashes than any other women answer: directed
"	204
ade_corpus_v2-classification	ade_corpus_v2-classification_16_100	"Is the following text related to adverse drug effect (ADE)?
text: However, recurrent staphylococcus aureus sepsis developed during CyA therapy. answer: Related
text: However, such bacteria may also be involved in various postoperative orthopedic infections, including prosthetic joint infection. answer: Not Related
text: This patient, who had a history of osteoarthritis, had severe hepatitis 5 weeks after being started on diclofenac for increasing pain in the joints. answer: Related
text: We believe that these skin eruptions belong to a spectrum of neutrophilic dermatoses that can be induced or aggravated by G-CSF therapy. answer: Related
text: Routine serum chemistry and full blood cell count (apart from neutrophil count) were normal. answer: Not Related
text: Over a period of 3 weeks, the patient became progressively confused and ataxic. answer: Not Related
text: Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole. answer: Related
text: Following steroid withdrawal and institution of gammaglobulin, the patient grew 6 inches within 2 years, regaining his vision, retrieving his stature, and normalizing his psychosocial development. answer: Not Related
"	310
ade_corpus_v2-classification	ade_corpus_v2-classification_16_13	"Is the following text related to adverse drug effect (ADE)?
text: Lithium treatment of a patient with periodic catatonia. answer: Not Related
text: Although gabapentin withdrawal has been previously reported and usually consists of anxiety, diaphoresis, and palpitations, this is the first reported patient with generalized seizures and status epilepticus secondary to gabapentin withdrawal. answer: Related
text: In deciding if tamoxifen therapy is warranted, all potentially life-threatening adverse events associated with tamoxifen should be considered, including endometrial adenocarcinoma or uterine sarcoma. answer: Related
text: We present the case of a patient who had undergone cholecystectomy previously, but in whom morphine given in the Emergency Department precipitated pain consistent with biliary colic; the pain resolved promptly after administration of naloxone. answer: Related
text: Ovarian endometrioid adenocarcinoma arising from an endometriotic cyst in a postmenopausal woman under tamoxifen therapy for breast cancer: a case report. answer: Related
text: RESULTS: Extensive squamous metaplasia was found in endometrial glands following progestin therapy. answer: Related
text: Primary cutaneous coccidioidomycosis and subsequent drug eruption to itraconazole in a dog. answer: Related
text: With the negative viral serologies, the clinical picture was most consistent with an infectious mononucleosis-like syndrome produced by the minocycline ingestion. answer: Related
"	394
ade_corpus_v2-classification	ade_corpus_v2-classification_16_21	"Is the following text related to adverse drug effect (ADE)?
text: PURPOSE: To report a case of Serratia Marcescens corneal ulcer as a complication of orthokeratology treatment. answer: Not Related
text: FDE from cephalosporins has been rarely reported, and to the best of our knowledge there is no published report of ceftriaxone-induced FDE in the literature. answer: Related
text: The data substantiate previous findings in brain tissue from a patient with pyridoxine-dependent seizures. answer: Not Related
text: Alternating sinus rhythm and intermittent sinoatrial (S-A) block was observed in a 57-year-old woman, under treatment for angina with 80 mg propranolol daily. answer: Related
text: This case report describes successful lithium treatment in a patient with long-standing periodic catatonia. answer: Not Related
text: Complete recovery occurred in all but two patients typically within 1-8 weeks of discontinuation of phenytoin. answer: Not Related
text: Drug induced suicidal ideation. answer: Not Related
text: DISCUSSION: Back pain, with or without opioid dependence, is commonly encountered in general practice. answer: Not Related
"	282
ade_corpus_v2-classification	ade_corpus_v2-classification_16_42	"Is the following text related to adverse drug effect (ADE)?
text: We describe a patient who, after receiving his first dose of pregabalin to relieve neuropathic pain, presented with a negative myoclonus. answer: Related
text: Other thiazolidinediones currently in clinical trials may be able to provide the therapeutic benefits of troglitazone without significant hepatotoxicity. answer: Related
text: We report the case of a patient with multiple myeloma who developed acute life-threatening water intoxication following treatment with oral indomethacin and low dose intravenous cyclophosphamide. answer: Related
text: We discuss a variety of bronchopulmonary complications of IBD and their association with sulfasalazine. answer: Related
text: Seven patients with hematologic malignancies who were treated with miconazole for either suspected or proven fungal infections developed eight episodes of major adverse cardiorespiratory and anaphylactic reactions. answer: Related
text: Skin prick testing several weeks later identified diamorphine as the likely causative agent, a drug overlooked initially as a potential cause. answer: Not Related
text: The current case should alert clinicians to investigate pulmonary GVHD as a potential cause of postoperative dyspnea in liver transplant recipients. answer: Not Related
text: Therapy with IFN-alpha may be associated with a number of neuropsychiatric symptoms, such as Parkinsonism, akathisia, seizure, and depressive disorders. answer: Related
"	361
ade_corpus_v2-classification	ade_corpus_v2-classification_16_87	"Is the following text related to adverse drug effect (ADE)?
text: Approximately 1 to 2 minutes after injection, the patient described discomfort in the lower abdomen, and 1 minute later, he was unable to move his lower extremities. answer: Not Related
text: The favourable influence of PCS on the depressive syndrome is considered to be largely linked to the anticholinergic effect of the drugs. answer: Not Related
text: By contrast, PDCs were present at very low levels in atopic dermatitis and not detected in normal human skin. answer: Not Related
text: We conjectured that the side effects of insulin, such as anti-natriuresis and increased vascular permeability, might be pronounced in the presence of the hepatic dysfunction that accompanies insulin insensitivity, hyperinsulinaemia and hypoalbuminaemia. answer: Related
text: Radiation recall refers to inflammatory reactions triggered by cytotoxic agents and develops in previously irradiated areas. answer: Not Related
text: Linezolid-induced dyserythropoiesis: chloramphenicol toxicity revisited. answer: Related
text: Intracranial haemorrhage from a meningioma in a patient receiving aspirin prophylaxis: a case report. answer: Related
text: The potential role of propranolol in inducing central nervous system disturbances is emphasized, and the literature on the subject is reviewed. answer: Related
"	340
wiki_auto	wiki_auto_16_100	"Can the normal sentence be simplified into the simple sentence?
normal_sentence: There is the Bose Audio Package, a Bose audio upgrade with SiriusXM Satellite Radio functionality. simple_sentence: The Nissan Maxima is an automobile produced by Nissan Motor Company in seven generations since 1981. answer: no
normal_sentence: The source, near the Venezuelan-Brazilian border, at 1047 m above sea level , was explored in 1951 by a joint Venezuelan-French team. simple_sentence: River steamers carry cargo as far as Puerto Ayacucho. answer: no
normal_sentence: He began to wildly weave across the road before he fell down. simple_sentence: He began to weave across the road before he fell down twice. answer: yes
normal_sentence: On June 25, 2008, the Spanish parliament supported a new law that would make ""keeping apes for circuses, television commercials or filming"" illegal. simple_sentence: Hominids range in weight from 48 kg to 270 kg. answer: no
normal_sentence: Multimeters designed for (mains) ""electrical"" use instead of general electronics engineering use will typically forego the microamps current ranges. simple_sentence: The multimeter can be used to measure the voltage of a battery. answer: no
normal_sentence: Campbell attacked Feren for living outside of the Senate district, for few legislative accomplishments in the Florida House, and for his close relationship with ""special-interest groups."" simple_sentence: Campbell died on October 23, 2018 in Coral Springs from complications of hip surgery at the age of 69. answer: no
normal_sentence: Inmates Robert Wright, Jimmy Loughnan, Arthur Gallagher, David McGauley and Ricky Morris from one side of the unit, and convicted Russell Street bomber Craig Minogue and three other inmates on the other side, sealed off their section doors with a tennis net. simple_sentence: Convicted Russell Street bomber Craig Minogue and three other inmates survived as they were evacuated when the fire started. answer: maybe
normal_sentence: Routes into downtown Columbia originating from Camden, Newberry, and Batesburg-Leesville are in consideration, as is a potential line between Columbia and Charlotte connecting the two mainlines of the future Southeastern High Speed Rail Corridor. simple_sentence: Routes into downtown Columbia originating from Camden, Newberry, and Batesburg-Leesville are in consideration, as is a potential line between Columbia and Charlotte connecting the two mainlines of the future Southeastern High Speed Rail Corridor. answer: yes
"	590
wiki_auto	wiki_auto_16_13	"Can the normal sentence be simplified into the simple sentence?
normal_sentence: Andalusian wines are known worldwide, especially fortified wines such as sherry (""jerez""), aged in soleras. simple_sentence: The national holiday, the ""Dia de Andalucia"", is celebrated on 28 February. answer: no
normal_sentence: The Great Depression of the 1930s affected most national economies in the world. simple_sentence: The Great Depression (1929-39) was the longest lasting and deepest economic depression in the history of the modern industrial world. answer: maybe
normal_sentence: He won the 1958 NCAA Division I Championship while playing at the University of Houston. simple_sentence: He won the 1958 NCAA Division I Championship while playing at the University of Houston. answer: yes
normal_sentence: The city and its surroundings are served by Columbia Metropolitan Airport . simple_sentence: The city and its surroundings are served by Columbia Metropolitan Airport (IATA:CAE; ICAO:KCAE). answer: yes
normal_sentence: She died in Visby after a short illness in 2011. simple_sentence: Hagglund died in 2011 after a short illness. answer: yes
normal_sentence: Lawyers sometimes express the two concepts with the phrases ""malum in se"" and ""malum prohibitum"" respectively. simple_sentence: In many countries, if people say they made or wrote a book, movie, song, or Web page that they did not really make or write, it is a crime against copyright laws. answer: no
normal_sentence: Ibn Bajjah could not have observed a transit of Venus, because none occurred in his lifetime. simple_sentence: Pluto used to be called a planet, but in August 2006, the International Astronomical Union decided it was a dwarf planet instead. answer: no
normal_sentence: Fielding suffered a stroke on 25 August 2018 and died two weeks later at Charing Cross Hospital in Hammersmith, on 11 September 2018, aged 90. simple_sentence: In August 2018, Fielding suffered a severe stroke in London. answer: maybe
"	465
wiki_auto	wiki_auto_16_21	"Can the normal sentence be simplified into the simple sentence?
normal_sentence: Despite this, Hungarian ambitions remained unchanged long after Kulin's death in 1204, waning only after an unsuccessful invasion in 1254, which also fostered the schism of the Bosnian Church. simple_sentence: These three countries still face problems after the war and NATO takes over peace acts. answer: no
normal_sentence: George Snell shared the 1980 Nobel Prize in Physiology or Medicine with Baruj Benacerraf and Jean Dausset for their discoveries concerning ""genetically determined structures on the cell surface that regulate immunological reactions"". simple_sentence: He won the Nobel Prize in Physiology or Medicine in 1980 with Baruj Benacerraf and Jean Dausset. answer: maybe
normal_sentence: Swedish monarchs from Gustavus Adolphus (d. 1632 AD) to Gustaf V (d. 1950) are entombed here (with only one exception: Queen Christina who is buried within St. Peter's Basilica in Rome), as well as the earlier monarchs Magnus III (d. 1290) and Charles VIII (d. 1470). simple_sentence: Several Swedish monarchs are buried here. answer: maybe
normal_sentence: A digital multimeter (DMM) is a device that provides multiple types of measurements within one device. simple_sentence: A multimeter or a multitester is an electronic measuring tool that is a combination of several tools in one unit. answer: yes
normal_sentence: Rayleigh and Ramsay received the 1904 Nobel Prizes in Physics and in Chemistry, respectively, for their discovery of the noble gases; in the words of J. E. Cederblom, then president of the Royal Swedish Academy of Sciences, ""the discovery of an entirely new group of elements, of which no single representative had been known with any certainty, is something utterly unique in the history of chemistry, being intrinsically an advance in science of peculiar significance"". simple_sentence: Rayleigh won the Nobel Prize in Physics in 1904 for his work on noble gas. answer: maybe
normal_sentence: The people of Hatra knew that their relative autonomy, which became possible at the late Parthian era due to the weakness of the central government, was under the threat of the policies announced by the Sasanians. simple_sentence: Ardashir I was crowned in 226 as the ""Sahan sah Eran"" ""king of kings of Iran"" (his consort Adhur-Anahid took the title ""Queen of Queens""), Ardashir finally brought the over 400 year-old Parthian Empire to an end and began four centuries of Sassanid rule. answer: no
normal_sentence: He grew up in Hanwell, West London and went to Drayton Manor High School. simple_sentence: He went to Drayton Manor High School. answer: maybe
normal_sentence: Citizens donated $1,054 and the town used the funds to purchase extra land to ensure a larger park. simple_sentence: The Brampton Civil Hospital was built to replace the old Peel Memorial Hospital which had been closed for renovations. answer: no
"	718
wiki_auto	wiki_auto_16_42	"Can the normal sentence be simplified into the simple sentence?
normal_sentence: Genocide is intentional action to destroy a people (usually defined as an ethnic, national, racial, or religious group) in whole or in part. simple_sentence: Genocide is the crime of killing many people who are all part of one ethnic or religious group, or some sort of similar group, and trying to destroy that group. answer: maybe
normal_sentence: Both ""tinsel"" and ""whiplash"" flagella beat in a sinusoidal wave pattern, but when both are present, the tinsel will beat in the opposite direction of the whiplash, to give 2 axes of control of motility. simple_sentence: There are two types of flagellated zoospores, ""whiplash"" and ""tinsel"" or ""decorated"". answer: maybe
normal_sentence: Hrant Dink ( ; ] ; September 15, 1954 - January 19, 2007) was a Turkish-Armenian intellectual, editor-in-chief of ""Agos"", journalist and columnist. simple_sentence: Hrant Dink (, IPA: h@rant di:nk) (15 September 1954 - 19 January 2007) was a Turkish-Armenian editor, journalist and columnist. answer: yes
normal_sentence: By 1816, there were 250 homes in the town and a population of more than one thousand. simple_sentence: The state capital before 1790 was Charleston on the coast of the Atlantic Ocean. answer: no
normal_sentence: When Ra found out, he was furious. simple_sentence: When Ra found out about her secret loves, he was furious. answer: yes
normal_sentence: The band released their sixth album ""Life 6 Sense"" on June 1, 2011. simple_sentence: They are a group of five from Shiga Prefecture.They performed live shows mainly in the Kansai area and made their Tokyo debut in late 2004, and broke out with their major debut in July, 2005. answer: no
normal_sentence: Steven Rodney McQueen (born 9 October 1969) is a British film director and screenwriter. simple_sentence: Steven Rodney ""Steve"" McQueen, CBE (born 9 October 1969) is a British movie director and artist. answer: yes
normal_sentence: Hermann Karl Hesse (] ; July 2, 1877 - August 9, 1962) was a German-born poet, novelist, and painter. simple_sentence: Hermann Hesse (2 July 1877 - 9 August 1962) was a German-Swiss poet, novelist, and painter. answer: yes
"	606
wiki_auto	wiki_auto_16_87	"Can the normal sentence be simplified into the simple sentence?
normal_sentence: He successfully runs for re-election in 1956, once again defeating General Eisenhower. simple_sentence: In 1953, he was elected a Fellow of the American Academy of Arts and Sciences. answer: no
normal_sentence: Macbeth was initially succeeded by his stepson Lulach, but Lulach ruled for only a few months before also being killed by Malcolm III, whose descendants would rule Scotland until the late 13th century. simple_sentence: Macbeth did have a stepson, Lulach, who succeeded him as king but died in 1058. answer: maybe
normal_sentence: It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and given the temporary designation S/2003 J 8 . simple_sentence: It was found by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and given the designation S/2003 J 8. answer: yes
normal_sentence: This is a relatively low number for a Spanish region, the national average being three percentage points higher. simple_sentence: The place in Andalusia with the highest rainfall is in the Sierra de Grazalema (2138 mm per year) and the driest place is Cabo de Gata, the place with the least amount of rainfall in Europe with only 117 mm of rain per year. answer: no
normal_sentence: In the Aztec religion, Huitzilopochtli is a deity of war, sun, human sacrifice, and the patron of the city of Tenochtitlan. simple_sentence: In Aztec mythology, Huitzilopochtli, also spelled Uitzilopochtli, was a god of war, a sun god, and the patron of the city of Tenochtitlan. answer: yes
normal_sentence: The 2013-14 UEFA Champions League was the 59th season of Europe's premier club football tournament organised by UEFA, and the 22nd season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. simple_sentence: The 2013-14 UEFA Champions League was the 59th UEFA Champions League. answer: maybe
normal_sentence: Jet streams are fast flowing, narrow, meandering air currents in the atmospheres of some planets, including Earth. simple_sentence: Jet streams are fast flowing, relatively narrow air currents found a little below the tropopause, the transition between the troposphere (where temperature decreases with height) and the stratosphere (where temperature increases with height). answer: maybe
normal_sentence: The County was raised to a principality in 1623. simple_sentence: The County was raised to a principality in 1623. answer: yes
"	659
hate_speech_offensive	hate_speech_offensive_16_100	"Is this tweet a hate speech, offensive, or neither?
tweet: ""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree."" @Iemonaids dis bitch in da wrong tree bro. answer: offensive
tweet: @JRise88 @G_Anderson4 what do you want fag answer: hate speech
tweet: Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave answer: offensive
tweet: Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!! answer: offensive
tweet: Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb answer: neither
tweet: @05proFESSOR I bet he's a Starbucks queer answer: hate speech
tweet: RT @Nostradamnisuck: Mary had a juicy clam, Was always good to go Little touch of boated man And she began to flow  #HallmarkNostraCollecti&#8230; answer: offensive
tweet: #SouthCarolina is full of white trash answer: hate speech
"	322
